,Ids,Result
0,96396,7.071856850016047
1,80166,168.05896485023186
2,20516,70.1915851897902
3,88881,-100.84881842092909
4,69115,28.27712921845523
5,34026,29.843192845741214
6,67527,-283.9082378700987
7,56721,389.1712885008983
8,28608,331.81995094618924
9,28334,-80.35840969165747
10,87664,109.3667355900916
11,72786,307.99420711390667
12,80407,-389.75466781980504
13,32761,-472.5413295713961
14,68286,-115.19662603929191
15,95072,87.390410403862
16,72666,10.484647745937764
17,27143,-190.43269187221722
18,62370,94.5026974137827
19,55971,107.23031171522052
20,29303,102.28068448081194
21,63140,22.28513893629497
22,74846,268.9732994073638
23,63080,-227.76127682444348
24,85080,43.462079251175965
25,34589,210.91994511641678
26,49242,-209.38994461065886
27,67716,-31.106344506948517
28,32005,-61.03429382152353
29,43883,-182.7246947783724
30,85715,248.16503923123855
31,71800,-245.0360720684448
32,36002,-54.14772380666909
33,54860,-12.836499283904232
34,39619,240.77644296949347
35,24485,67.88836577867096
36,42968,101.47000566068164
37,90358,392.3714543833312
38,63239,232.34240117582158
39,57246,-37.8298885958684
40,50693,279.3893455382786
41,65390,59.05579601917634
42,20540,-2.805833972252003
43,56895,-164.21446693884172
44,71065,268.20749058673755
45,75234,-71.53931521625145
46,41935,-151.5940598787056
47,32693,-37.710724790773384
48,67988,-17.10917667882586
49,88791,-222.9529261297448
50,72735,157.41286087860135
51,64794,-504.1965735778522
52,35454,25.795499985079914
53,38951,121.54703490195607
54,81717,-50.70158402503057
55,57884,-95.56379860276047
56,76705,-43.326486735510116
57,47833,314.4223116162384
58,99486,154.10596421917217
59,47395,-95.61625284555157
60,23991,-58.18083954599388
61,63763,173.86322387043128
62,99349,-303.18617329460085
63,27558,247.57124037641734
64,66769,74.17584815299506
65,89764,-11.36466463527995
66,54980,520.2347877228549
67,51294,161.26104182396375
68,70244,-257.9580081759659
69,49075,123.19979345076445
70,98437,146.63825306319268
71,57230,56.06107384574898
72,24196,281.5515366150721
73,55183,-125.69706058254815
74,84312,117.50808750872875
75,51734,-74.38344571354901
76,73339,-42.27457184335344
77,67330,142.2155430618477
78,61216,-4.737935181522516
79,72404,224.58848195753035
80,79114,320.88062642383375
81,44385,103.75892571505028
82,98063,94.40889506853182
83,20349,-135.60938265138338
84,96932,117.72756240635499
85,58683,-138.50101630916288
86,69040,13.1257188655145
87,41442,260.94452934151013
88,66475,-179.70526328799588
89,79658,314.87923926425265
90,56649,15.679940037358392
91,61240,-256.65386431914976
92,96033,142.83644766258294
93,99245,145.62592733007114
94,20648,-65.88812870358379
95,50648,-216.44523732270773
96,87338,125.79087351937778
97,33589,174.84909988052277
98,23186,-188.21739080865973
99,40010,74.54031694148489
100,71044,-96.17049885763845
101,23216,337.7663323710258
102,24280,-244.75516637588498
103,97928,154.2194513223476
104,73416,295.1002490107894
105,68763,-41.4574337193435
106,84907,-238.79494699802945
107,69395,-187.58419594686438
108,77138,126.51504884259703
109,43291,318.87575533088784
110,58769,12.978150608494616
111,49627,-354.66117879637204
112,57906,154.9179040295703
113,47294,142.91108595656624
114,83627,11.828069191650684
115,49382,-10.723331192302794
116,58363,79.56120066821313
117,38265,-41.80108814141113
118,29970,-230.8694656368707
119,93967,82.90223351929308
120,99721,-59.053635331380974
121,37098,-143.63857322659806
122,92351,11.308890274632176
123,53202,196.8445095004554
124,38817,476.6833657346251
125,60025,-356.311011367663
126,53643,-462.83213514064664
127,35808,-395.0947577782681
128,32722,222.8897116337448
129,60170,-300.85088329501104
130,47326,63.40712562951103
131,52201,-100.75758176705949
132,58707,-139.62207233378103
133,72765,350.4204523526714
134,33978,58.80002151081408
135,72425,84.99198779022026
136,60947,-165.90119566319117
137,38235,-105.26673410548028
138,88935,212.64816877989506
139,74627,-56.819933808125825
140,31009,-481.48138361289966
141,76856,-33.48994051978207
142,54229,60.90335546667302
143,85918,277.47347053016256
144,44079,456.9787006792567
145,38910,194.7613087404452
146,76345,98.87094728499233
147,42062,182.1791640890251
148,29490,-127.68764125409325
149,22717,363.01372601787625
150,26697,333.43003713861526
151,46733,-54.298836791840586
152,39301,151.513254329936
153,87635,-126.78969446642986
154,34691,-164.80748233498525
155,52901,111.11174757077424
156,87185,214.9250651997263
157,42281,400.31771168446903
158,27797,131.80146386345314
159,55406,273.9834223066655
160,75105,153.0179447880164
161,51556,-272.22148068410206
162,97880,-9.643301094961316
163,93000,-270.1023238187736
164,68545,153.20734933188942
165,51358,-34.492654058280095
166,39938,-92.73820274796071
167,97085,-0.8230041080596493
168,21845,243.85881102870826
169,82307,195.81648782209504
170,40954,-255.44585240581
171,20156,-193.829116200136
172,75014,-141.36982806237756
173,38301,-150.72569545129045
174,75898,251.68874525593674
175,65475,354.02156920747257
176,45301,485.0558566316831
177,82246,350.2908180725808
178,20961,87.91973298205721
179,32857,321.77144087057786
180,45155,315.3676931120581
181,46966,85.13573976529278
182,48582,-111.05662303597
183,20863,-81.05595277304656
